"3-Digit ZIP Code Prefix","Prefix Modifier","Column A 3-Digit Destinations Label To","Unique 3-digit city","Column B 3-Digit/Scheme Destinations Label To","Scheme modifier","Column C SCF Destinations Label To"
"	948","	N","	OAKLAND CA 948","	","	OAKLAND CA 948 ","	","	SCF OAKLAND CA 945"
"	949","	","	NORTH BAY CA 949","	","	NORTH BAY CA 949 ","	","	SCF SAN FRANCISCO CA 940"
"	950","	N","	SAN JOSE CA 950","	","	SAN JOSE CA 950 ","	","	SCF SAN JOSE CA 950"
"	951","	N","	SAN JOSE CA 951","	","	SAN JOSE CA 951 ","	","	SCF SAN JOSE CA 950"
"	952","	N","	SACRAMENTO CA 952","	","	SACRAMENTO CA 952 ","	","	SCF SACRAMENTO CA 956"
"	953","	N","	SACRAMENTO CA 953","	","	SACRAMENTO CA 953 ","	","	SCF SACRAMENTO CA 956"
"	954","	","	NORTH BAY CA 954","	","	NORTH BAY CA 954 ","	","	SCF SAN FRANCISCO CA 940"
"	955","	N","	EUREKA CA 955","	","	EUREKA CA 955 ","	","	EUREKA CA 955"
"	956","	N","	SACRAMENTO CA 956","	","	SACRAMENTO CA 956 ","	","	SCF SACRAMENTO CA 956"
"	957","	N","	SACRAMENTO CA 957","	","	SACRAMENTO CA 957 ","	","	SCF SACRAMENTO CA 956"
"	958","	N","	SACRAMENTO CA 958","	","	SACRAMENTO CA 958 ","	","	SCF SACRAMENTO CA 956"
"	959","	N","	SACRAMENTO CA 959","	","	SACRAMENTO CA 959 ","	","	SCF SACRAMENTO CA 956"
"	960","	N","	REDDING CA 960","	","	REDDING CA 960 ","	","	REDDING CA 960"
"	961","	N","	RENO NV 961","	","	RENO NV 961 ","	","	SCF RENO NV 894"
"	962","	","	APO/FPO  AP 962","	","	APO/FPO  AP 962 ","	S","	"
"	963","	","	APO/FPO  AP 963","	","	APO/FPO  AP 962 ","	S","	"
"	964","	","	APO/FPO  AP 964","	","	APO/FPO  AP 962 ","	S","	"
"	965","	","	APO/FPO  AP 965","	","	APO/FPO  AP 962 ","	S","	"
"	966","	","	APO/FPO  AP 966","	","	APO/FPO  AP 962 ","	S","	"
"	967","	N","	HONOLULU HI 967","	","	HONOLULU HI 967 ","	","	SCF HONOLULU HI 967"
"	968","	N","	HONOLULU HI 968","	","	HONOLULU HI 968 ","	","	SCF HONOLULU HI 967"
"	969","	N","	BARRIGADA GU 969","	","	BARRIGADA GU 969 ","	","	BARRIGADA GU 969"
"	970","	","	PORTLAND OR 970","	","	PORTLAND OR 970 ","	","	SCF PORTLAND OR 970"
"	971","	","	PORTLAND OR 971","	","	PORTLAND OR 971 ","	","	SCF PORTLAND OR 970"
"	972","	","	PORTLAND OR 972","	U","	PORTLAND OR 972 ","	","	SCF PORTLAND OR 970"
"	973","	","	PORTLAND OR 973","	","	PORTLAND OR 973 ","	","	SCF PORTLAND OR 970"
"	974","	","	EUGENE OR 974","	","	EUGENE OR 974 ","	","	EUGENE OR 974"
"	975","	","	MEDFORD OR 975","	","	MEDFORD OR 975 ","	","	SCF MEDFORD OR 975"
"	976","	","	MEDFORD OR 976","	","	MEDFORD OR 976 ","	","	SCF MEDFORD OR 975"
"	977","	","	PORTLAND OR 977","	","	PORTLAND OR 977 ","	","	SCF PORTLAND OR 970"
"	978","	","	PORTLAND OR 978","	","	PORTLAND OR 978 ","	","	SCF PORTLAND OR 970"
"	979","	","	BOISE ID 979","	","	BOISE ID 979 ","	","	SCF BOISE ID 836"
"	980","	","	SEATTLE WA 980","	","	SEATTLE WA 980 ","	","	SCF SEATTLE WA 980"
"	981","	","	SEATTLE WA 981","	U","	SEATTLE WA 981 ","	","	SCF SEATTLE WA 980"
"	982","	","	SEATTLE WA 982","	","	SEATTLE WA 982 ","	","	SCF SEATTLE WA 980"
"	983","	","	TACOMA WA 983","	","	TACOMA WA 983 ","	","	SCF TACOMA WA 983"
"	984","	","	TACOMA WA 984","	U","	TACOMA WA 984 ","	","	SCF TACOMA WA 983"
"	985","	","	TACOMA WA 985","	","	TACOMA WA 985 ","	","	SCF TACOMA WA 983"
"	986","	","	PORTLAND OR 986","	","	PORTLAND OR 986 ","	","	SCF PORTLAND OR 970"
"	988","	","	WENATCHEE WA 988","	","	WENATCHEE WA 988 ","	","	WENATCHEE WA 988"
"	989","	","	YAKIMA WA 989","	","	YAKIMA WA 989 ","	","	YAKIMA WA 989"
"	990","	","	SPOKANE WA 990","	","	SPOKANE WA 990 ","	","	SCF SPOKANE WA 990"
"	991","	","	SPOKANE WA 991","	","	SPOKANE WA 991 ","	","	SCF SPOKANE WA 990"
"	992","	","	SPOKANE WA 992","	U","	SPOKANE WA 992 ","	","	SCF SPOKANE WA 990"
"	993","	","	SPOKANE WA 993","	","	SPOKANE WA 993 ","	","	SCF SPOKANE WA 990"
"	994","	","	SPOKANE WA 994","	","	SPOKANE WA 994 ","	","	SCF SPOKANE WA 990"
"	995","	","	ANCHORAGE AK 995","	","	ANCHORAGE AK 995 ","	","	SCF ANCHORAGE AK 995"
"	996","	","	ANCHORAGE AK 996","	","	ANCHORAGE AK 996 ","	","	SCF ANCHORAGE AK 995"
"	997","	","	FAIRBANKS AK 997","	","	FAIRBANKS AK 997 ","	","	SCF ANCHORAGE AK 995"
"	998","	","	JUNEAU AK 998","	","	JUNEAU AK 998 ","	","	JUNEAU AK 998"
"	999","	","	KETCHIKAN AK 999","	","	KETCHIKAN AK 999 ","	","	KETCHIKAN AK 999"
